Item	Frequência	Ranking
palco	55210	1546
fontes	55208	1547
estabelecimento	55137	1548
quarta-feira	55133	1549
acórdão	55120	1550
pé	55092	1551
levou	55074	1552
certa	55067	1553
acaba	55017	1554
estatuto	55002	1555
elevada	54903	1556
motivo	54843	1557
reforço	54806	1558
contou	54791	1559
ribeiro	54775	1560
inferior	54744	1561
emergência	54736	1562
corrida	54662	1563
secretário	54601	1564
suficiente	54531	1565
serra	54521	1566
construir	54481	1567
autarquia	54449	1568
prémios	54416	1569
guarda	54365	1570
decorrer	54345	1571
penso	54345	1572
critérios	54342	1573
procedimentos	54297	1574
formato	54245	1575
popular	54235	1576
prisão	54168	1577
relacionados	54160	1578
feitas	54157	1579
vendas	54153	1580
ficam	54146	1581
orientação	54137	1582
passada	54091	1583
estratégias	54086	1584
investigadores	54084	1585
deveria	54068	1586
sabemos	54021	1587
primeiro-ministro	54020	1588
diploma	53971	1589
par	53896	1590
moda	53815	1591
recolha	53779	1592
assistência	53546	1593
fazendo	53431	1594
revelou	53417	1595
cá	53395	1596
aluno	53355	1597
investir	53313	1598
especialistas	53304	1599
campos	53292	1600
convidados	53288	1601
angola	53283	1602
nomes	53263	1603
tamanho	53233	1604
fizeram	53200	1605
conservação	53174	1606
terça-feira	53170	1607
paris	53140	1608
deverão	53097	1609
consigo	53043	1610
erro	52934	1611
docente	52919	1612
funciona	52916	1613
beleza	52874	1614
filha	52839	1615
desses	52822	1616
comerciais	52787	1617
afinal	52782	1618
nasceu	52777	1619
marques	52777	1620
simplesmente	52766	1621
considerado	52760	1622
tendência	52725	1623
militares	52705	1624
benefícios	52665	1625
nestes	52660	1626
newsletter	52584	1627
al	52543	1628
cerimónia	52528	1629
candidatos	52490	1630
facilmente	52484	1631
fundamentais	52438	1632
prédio	52408	1633
som	52402	1634
identificar	52382	1635
super	52363	1636
divisão	52327	1637
tens	52253	1638
fernandes	52115	1639
itália	52047	1640
acto	51976	1641
legais	51962	1642
c.	51938	1643
fls	51930	1644
edifícios	51910	1645
método	51896	1646
automóvel	51894	1647
agricultura	51885	1648
unido	51879	1649
autora	51868	1650
danos	51861	1651
aeroporto	51776	1652
rendimento	51650	1653
quaisquer	51650	1654
k	51559	1655
cuidado	51540	1656
dela	51502	1657
métodos	51470	1658
tiver	51469	1659
escreveu	51457	1660
transferência	51426	1661
leva	51415	1662
vieira	51386	1663
interpretação	51313	1664
jornada	51304	1665
dão	51286	1666
conforto	51248	1667
receitas	51229	1668
vinhos	51193	1669
abordagem	51167	1670
reforma	51163	1671
posto	51156	1672
desemprego	51129	1673
interna	51110	1674
visitar	51087	1675
mediante	51035	1676
atletas	51007	1677
anual	50997	1678
completa	50988	1679
prevista	50972	1680
entender	50963	1681
histórias	50937	1682
aprovado	50910	1683
desportivo	50814	1684
dito	50788	1685
apresentou	50786	1686
vivo	50694	1687
introdução	50687	1688
criado	50682	1689
explicou	50677	1690
aspectos	50619	1691
comuns	50600	1692
deputado	50584	1693
dizem	50533	1694
sinal	50524	1695
representação	50462	1696
mudanças	50426	1697
compromisso	50412	1698
consumidores	50402	1699
tirar	50371	1700
colaboradores	50279	1701
cabelo	50270	1702
e-mail	50230	1703
ataque	50216	1704
preocupação	50200	1705
dispositivos	50190	1706
matemática	50184	1707
importa	50168	1708
correr	50162	1709
elemento	50067	1710
aplicar	50058	1711
novamente	50052	1712
exemplos	49980	1713
leite	49959	1714
estruturas	49917	1715
exige	49884	1716
q	49876	1717
eficaz	49875	1718
v	49843	1719
oposição	49822	1720
sustentável	49780	1721
partidos	49777	1722
passando	49746	1723
positivo	49656	1724
considerar	49650	1725
apresentada	49647	1726
suspensão	49625	1727
bebé	49624	1728
bairro	49610	1729
acompanhar	49568	1730
atingir	49553	1731
primeiras	49546	1732
aprovação	49436	1733
utilizado	49415	1734
frequência	49364	1735
teste	49361	1736
tu	49325	1737
ponte	49320	1738
figura	49309	1739
acerca	49302	1740
áfrica	49293	1741
delas	49274	1742
tivesse	49269	1743
animação	49225	1744
azul	49221	1745
carácter	49197	1746
autonomia	49180	1747
consciência	49167	1748
estrangeiros	49135	1749
máquina	49124	1750
dando	49123	1751
literatura	49101	1752
sexo	49090	1753
vítimas	49069	1754
provavelmente	49040	1755
negociação	49037	1756
privado	48992	1757
vantagens	48974	1758
decorre	48936	1759
aberta	48923	1760
grave	48900	1761
musical	48866	1762
acidente	48801	1763
páginas	48753	1764
podes	48750	1765
rei	48747	1766
investimentos	48728	1767
perfil	48722	1768
motivos	48699	1769
discurso	48672	1770
portal	48632	1771
vive	48542	1772
chefe	48534	1773
andré	48489	1774
isabel	48480	1775
ouro	48452	1776
fins	48442	1777
igualdade	48415	1778
sonho	48334	1779
massa	48246	1780
máxima	48243	1781
condição	48225	1782
jantar	48135	1783
dimensões	48084	1784
municípios	48060	1785
dificuldade	48051	1786
utentes	48037	1787
alternativa	47964	1788
cenário	47964	1789
resistência	47951	1790
escala	47908	1791
comunidades	47900	1792
eficiência	47899	1793
populações	47812	1794
década	47807	1795
sítio	47805	1796
assuntos	47785	1797
relacionadas	47767	1798
bruno	47753	1799
adultos	47714	1800
esperança	47712	1801
trata	47702	1802
independentemente	47664	1803
vê	47637	1804
filipe	47614	1805
treino	47611	1806
f	47539	1807
reabilitação	47538	1808
disposição	47528	1809
municipais	47504	1810
corte	47501	1811
limites	47350	1812
certamente	47348	1813
decorreu	47313	1814
contactos	47308	1815
torna	47293	1816
valorização	47252	1817
vantagem	47251	1818
apoios	47245	1819
interessante	47220	1820
veja	47209	1821
canal	47171	1822
elaboração	47167	1823
reserva	47154	1824
computador	47106	1825
saudável	47083	1826
essenciais	47058	1827
pedidos	47006	1828
fc	46973	1829
jurídico	46928	1830
conhecida	46842	1831
útil	46797	1832
democracia	46793	1833
temporada	46770	1834
atendimento	46765	1835
procurar	46765	1836
esperar	46749	1837
guimarães	46704	1838
pior	46701	1839
bancos	46697	1840
américa	46695	1841
integrado	46690	1842
fiz	46685	1843
considerando	46673	1844
estrelas	46630	1845
candidaturas	46623	1846
crítica	46598	1847
ponta	46589	1848
aula	46546	1849
publicidade	46540	1850
aniversário	46526	1851
gabinete	46454	1852
conversa	46441	1853
dispositivo	46389	1854
continuam	46368	1855
fortes	46351	1856
sustentabilidade	46343	1857
juventude	46342	1858
planeamento	46333	1859
tido	46302	1860
android	46295	1861
particularmente	46245	1862
sangue	46216	1863
textos	46170	1864
reflexão	46107	1865
disponibilidade	46084	1866
verdes	46079	1867
tarefas	46075	1868
guia	46067	1869
pergunta	46055	1870
proceder	46051	1871
juiz	46018	1872
temperatura	46014	1873
financeiros	45946	1874
escrever	45919	1875
atribuição	45825	1876
espero	45690	1877
haja	45653	1878
secundário	45640	1879
espécies	45629	1880
tomada	45569	1881
conceitos	45492	1882
obrigação	45482	1883
estrela	45476	1884
visitantes	45474	1885
disciplina	45470	1886
perfeito	45445	1887
chamada	45434	1888
ré	45434	1889
topo	45358	1890
carga	45350	1891
artistas	45334	1892
francês	45281	1893
excelência	45255	1894
seguros	45240	1895
alojamento	45186	1896
alvo	45123	1897
dispõe	45085	1898
referida	45070	1899
olá	44996	1900
praça	44967	1901
instrumento	44798	1902
existir	44794	1903
compreender	44773	1904
adequada	44770	1905
soares	44736	1906
médica	44717	1907
liderança	44709	1908
depende	44703	1909
arquitectura	44692	1910
tradicionais	44683	1911
tradição	44653	1912
ausência	44618	1913
verificar	44615	1914
qualificação	44611	1915
estiveram	44605	1916
minhas	44604	1917
impostos	44604	1918
determinado	44595	1919
conclusões	44549	1920
bombeiros	44533	1921
estabelecimentos	44531	1922
fórum	44476	1923
diagnóstico	44452	1924
voto	44443	1925
verdadeiro	44435	1926
torno	44409	1927
animal	44386	1928
físico	44380	1929
exame	44317	1930
obrigada	44303	1931
to	44259	1932
golo	44239	1933
judicial	44230	1934
recentes	44212	1935
chegada	44170	1936
dólares	44161	1937
busca	44152	1938
évora	44133	1939
realizadas	44117	1940
euro	44111	1941
avaliar	44094	1942
praticamente	44037	1943
douro	44030	1944
condução	44009	1945
utilizados	44009	1946
rendimentos	43993	1947
permitindo	43990	1948
recebe	43980	1949
componente	43978	1950
universo	43978	1951
colegas	43931	1952
reuniões	43901	1953
movimentos	43890	1954
constitucional	43879	1955
regionais	43874	1956
quilómetros	43862	1957
tratar	43840	1958
descobrir	43816	1959
eficácia	43812	1960
golos	43806	1961
director	43801	1962
rádio	43786	1963
serve	43784	1964
cedo	43750	1965
trump	43724	1966
básico	43703	1967
longa	43672	1968
piscina	43593	1969
consequência	43572	1970
trabalhador	43571	1971
votos	43445	1972
foto	43441	1973
programação	43398	1974
solo	43370	1975
previstos	43311	1976
linguagem	43308	1977
precisamente	43256	1978
defende	43240	1979
licenciatura	43230	1980
devidamente	43211	1981
juntos	43199	1982
roupa	43174	1983
componentes	43137	1984
imediato	43126	1985
setúbal	43093	1986
postos	43040	1987
amanhã	43040	1988
margem	43031	1989
definir	42997	1990
vosso	42981	1991
gosta	42973	1992
transmissão	42925	1993
diretamente	42918	1994
crescer	42914	1995
haverá	42905	1996
mau	42873	1997
finais	42800	1998
residência	42794	1999
academia	42793	2000
castro	42784	2001
obrigações	42772	2002
próprias	42673	2003
representantes	42671	2004
cancro	42661	2005
alentejo	42661	2006
espanhol	42634	2007
décadas	42633	2008
criada	42602	2009
encerramento	42591	2010
tabela	42578	2011
mantém	42573	2012
seminário	42558	2013
abrigo	42544	2014
julgamento	42536	2015
aplicável	42520	2016
protocolo	42509	2017
posteriormente	42508	2018
estrangeiro	42503	2019
paredes	42476	2020
intenção	42474	2021
ti	42407	2022
morada	42403	2023
influência	42365	2024
troca	42360	2025
artista	42269	2026
prevê	42232	2027
aceder	42229	2028
assistente	42208	2029
parlamentar	42202	2030
satisfação	42197	2031
verdadeira	42155	2032
passam	42154	2033
analisar	42139	2034
ja	42126	2035
rosa	42112	2036
sexual	42111	2037
vossa	42101	2038
cm	42083	2039
circunstâncias	42067	2040
erros	42015	2041
relativa	42001	2042
dessas	41975	2043
daquele	41952	2044
independente	41945	2045
comer	41928	2046
voltou	41905	2047
solar	41892	2048
composto	41887	2049
marido	41884	2050
clubes	41860	2051
nove	41817	2052
contém	41796	2053
mensagens	41789	2054
imposto	41759	2055
concerto	41708	2056
visitas	41683	2057
minho	41667	2058
actos	41661	2059
respeita	41651	2060
gonçalves	41642	2061
ruas	41636	2062
comunicações	41608	2063
querer	41601	2064
substituição	41590	2065
extremamente	41579	2066
ambas	41571	2067
federação	41570	2068
europeias	41565	2069
tiago	41556	2070
possíveis	41548	2071
usado	41528	2072
beira	41520	2073
dinâmica	41499	2074
apreciação	41462	2075
media	41413	2076
cristina	41401	2077
dever	41382	2078
estacionamento	41365	2079
consiste	41355	2080
centenas	41353	2081
coordenação	41331	2082
g	41314	2083
estiver	41289	2084
endereço	41285	2085
relevante	41278	2086
interessados	41226	2087
especialista	41170	2088
sequer	41159	2089
dor	41125	2090
madrid	41124	2091
reforçar	41107	2092
clínica	41061	2093
jurídica	41047	2094
bar	41041	2095
funcionar	41022	2096
compras	41004	2097
desportiva	40958	2098
teoria	40928	2099
decoração	40917	2100
prejuízo	40895	2101
adequado	40892	2102
alerta	40869	2103
gás	40866	2104
posse	40828	2105
lima	40790	2106
anteriormente	40757	2107
preparar	40752	2108
jornalistas	40726	2109
nações	40699	2110
londres	40597	2111
núcleo	40525	2112
david	40489	2113
bem-estar	40485	2114
almoço	40472	2115
coelho	40464	2116
regra	40443	2117
joaquim	40422	2118
salas	40412	2119
idosos	40372	2120
económicos	40367	2121
infância	40366	2122
previstas	40346	2123
emissão	40330	2124
títulos	40226	2125
cobertura	40216	2126
viu	40203	2127
científico	40197	2128
pôr	40186	2129
superiores	40172	2130
assumir	40153	2131
decidir	40147	2132
sorte	40110	2133
comida	40100	2134
candidato	40091	2135
professora	40073	2136
perguntas	39976	2137
fé	39939	2138
corrente	39929	2139
chamado	39868	2140
claramente	39842	2141
oficiais	39720	2142
aviso	39710	2143
eduardo	39694	2144
r.	39666	2145
pensamento	39640	2146
r	39625	2147
nestas	39584	2148
digitais	39563	2149
perspectiva	39561	2150
sociedades	39507	2151
atitude	39506	2152
correia	39458	2153
existente	39448	2154
enviar	39447	2155
integrada	39446	2156
relevantes	39432	2157
servir	39335	2158
positiva	39309	2159
vencer	39273	2160
revolução	39265	2161
capacidades	39251	2162
feitos	39220	2163
festas	39215	2164
estudante	39129	2165
gostaria	39125	2166
restaurantes	39094	2167
equilíbrio	39073	2168
ritmo	39039	2169
freguesias	38985	2170
ilhas	38980	2171
ficaram	38959	2172
notas	38949	2173
calor	38948	2174
específicas	38932	2175
psicologia	38930	2176
fatores	38926	2177
estudar	38882	2178
iria	38880	2179
modalidade	38842	2180
exclusivamente	38826	2181
urbano	38817	2182
violação	38808	2183
letras	38778	2184
administrativa	38752	2185
integra	38722	2186
demasiado	38715	2187
duarte	38697	2188
planeta	38693	2189
associado	38689	2190
alcançar	38678	2191
intervenções	38645	2192
regular	38641	2193
curto	38618	2194
armas	38600	2195
cidadão	38579	2196
queda	38571	2197
aldeia	38559	2198
alegria	38555	2199
crescente	38532	2200
desenho	38520	2201
leiria	38501	2202
greve	38456	2203
passageiros	38456	2204
documentação	38438	2205
cds	38416	2206
quadros	38392	2207
estreia	38378	2208
prazer	38374	2209
taça	38364	2210
sabem	38361	2211
dança	38360	2212
profissão	38351	2213
capítulo	38345	2214
corresponde	38343	2215
diversidade	38327	2216
salários	38310	2217
alves	38290	2218
sabia	38285	2219
bateria	38267	2220
urbana	38240	2221
reis	38217	2222
crimes	38208	2223
disco	38203	2224
transformação	38152	2225
rural	38145	2226
comando	38136	2227
laboratório	38066	2228
socialista	38042	2229
sujeito	38003	2230
apresentados	37989	2231
tribunais	37975	2232
composição	37958	2233
administrativo	37914	2234
circulação	37882	2235
trás	37870	2236
devia	37869	2237
diferenças	37862	2238
estejam	37831	2239
graves	37826	2240
forex	37824	2241
alterar	37805	2242
naturalmente	37763	2243
